GeneID	IDENTIFIER	BINCODE	NAME	Class	interaction.padj	DS3	DS4	DS5	DS6	DS7	DS8	DS9	DS10	DS11	DRW11	WW3	WW4	WW5	WW6	WW7	WW8	WW9	WW10	DAY3	DAY4	DAY5	DAY6	DAY7	DAY8	DAY9	DAY10
GRMZM2G016958	grmzm2g016958_t01	17.2.1	hormone metabolism.auxin.synthesis-degradation	AUX	0.449006217	822.5	801.5	622.5	453.5	479	538	668	584.5	780	396.5	1086	807.5	704.5	621	580	474	600.5	619	-0.400936519	-0.010759739	-0.178525869	-0.453490718	-0.276027244	0.182719114	0.153683857	-0.082736385
GRMZM2G090779	grmzm2g090779_t01	17.2.1	hormone metabolism.auxin.synthesis-degradation	AUX	0.576813873	1189.5	955.5	974.5	831.5	929	1044	1110	1077	1389	710.5	1414	999.5	1068.5	1015.5	989	930.5	1102	1052	-0.249426848	-0.064950694	-0.132852817	-0.288402071	-0.090291924	0.166043657	0.010435453	0.033883545
GRMZM2G476538	grmzm2g476538_t01	17.2.1	hormone metabolism.auxin.synthesis-degradation	AUX	0.291492641	1198.5	1774	1252	643	907.5	1350.5	1000.5	932	1483.5	676	1422	1188	1479.5	668.5	587.5	805	850.5	863	-0.246691556	0.578471174	-0.240875134	-0.056108823	0.627308791	0.746432952	0.234338026	0.110969395
GRMZM2G003789	grmzm2g003789_t01	17.2.1	hormone metabolism.auxin.synthesis-degradation	AUX	0.815267529	153.5	161.5	173	167.5	338	443	441.5	616.5	1075	299.5	125.5	193.5	177	233	306	472	500.5	561.5	0.290551291	-0.260799401	-0.032977322	-0.476168859	0.143491594	-0.091480161	-0.180956631	0.134814872
GRMZM5G831795	grmzm5g831795_t01	17.2.1	hormone metabolism.auxin.synthesis-degradation	AUX	0.110067545	28	28.5	26.5	31.5	47.5	48.5	50.5	92.5	158	15	17.5	16.5	23	21.5	17.5	26	23.5	27	0.678071905	0.788495895	0.204358499	0.551015169	1.440572591	0.899473124	1.103622631	1.776493958
GRMZM2G045057	grmzm2g045057_t01	17.2.2	hormone metabolism.auxin.signal transduction	AUX	4.76E-20	375.5	520	335.5	225	248	95	87.5	34	34	317.5	455.5	470.5	521	431.5	421.5	393.5	354.5	447.5	-0.278638146	0.1443169	-0.634970606	-0.939435558	-0.765192511	-2.050364217	-2.018430705	-3.718281031
GRMZM2G171702	grmzm2g171702_t01	17.2.2	hormone metabolism.auxin.signal transduction	AUX	0.026258392	75.5	178.5	203.5	170	32	22.5	23	25.5	30	199.5	178.5	240	150	168.5	90	179.5	111.5	55.5	-1.241375525	-0.427110332	0.440066294	0.012786155	-1.491853096	-2.995986937	-2.277337944	-1.121990524
GRMZM2G074267	grmzm2g074267_t01	17.2.2	hormone metabolism.auxin.signal transduction	AUX	0.079097371	2114	3071	2630.5	2208	2707.5	1810.5	1520	1520	2184	3245.5	2468	2729	3216.5	2710	2204.5	2127.5	2144	2426.5	-0.223367018	0.170336118	-0.290154639	-0.295552679	0.296509861	-0.232770955	-0.496233582	-0.674805536
GRMZM2G067067	grmzm2g067067_t01	17.2.2	hormone metabolism.auxin.signal transduction	AUX	0.730533117	295.5	306	328.5	308	316	322	319.5	245	241	350.5	280	325.5	341	338.5	368	379	341	345	0.077731303	-0.08912589	-0.053878369	-0.136225483	-0.219781208	-0.23513716	-0.093955808	-0.493814613
GRMZM2G078508	grmzm2g078508_t01	17.2.2	hormone metabolism.auxin.signal transduction	AUX	0.694512857	307.5	283	289.5	289	315	300.5	288.5	257.5	231.5	295.5	310	264.5	296	319.5	332.5	286	296.5	332	-0.011681805	0.097534331	-0.032033828	-0.144746438	-0.078002512	0.071349844	-0.039460786	-0.366610809
GRMZM2G025742	grmzm2g025742_t01	17.2.2	hormone metabolism.auxin.signal transduction	AUX	0.24290647	212.5	118.5	123.5	99	177	248	157.5	141.5	151.5	106.5	260.5	133	120	173	192	142	149	179	-0.293820531	-0.166539187	0.041476636	-0.805271608	-0.117356951	0.804449191	0.080039498	-0.339157534
GRMZM2G427529	grmzm2g427529_t01	17.2.2	hormone metabolism.auxin.signal transduction	AUX	0.309757455	284	414	337.5	352	280.5	239.5	186	214.5	306	413	392.5	387.5	321	361	260.5	354.5	308	262	-0.466801724	0.095434457	0.072314205	-0.036423408	0.106717398	-0.565759972	-0.72762773	-0.288589164
GRMZM2G005251	grmzm2g005251_t01	17.2.2	hormone metabolism.auxin.signal transduction	AUX	0.21714865	507.5	421.5	485.5	492	625.5	595.5	600	623.5	550.5	492	351.5	432.5	519.5	541	655	568	668.5	727.5	0.529883133	-0.037167502	-0.097652453	-0.136970278	-0.066485022	0.068210578	-0.15596506	-0.222557688
GRMZM2G064371	grmzm2g064371_t01	17.2.2	hormone metabolism.auxin.signal transduction	AUX	0.984175399	520	528.5	525.5	563	638.5	629	647.5	573	530.5	549.5	517	524.5	585	585	662.5	590	614	626.5	0.008347343	0.010960699	-0.154745861	-0.055301702	-0.053233835	0.092345063	0.076641537	-0.128779371
GRMZM2G098643	grmzm2g098643_t01	17.2.2	hormone metabolism.auxin.signal transduction	AUX	0.17570697	455	627.5	759.5	665.5	345	250	181.5	277	368.5	751	714	773	575.5	591	434.5	598.5	417.5	285.5	-0.650057529	-0.300852955	0.400234036	0.171280536	-0.332759815	-1.259423152	-1.201806649	-0.043604769
GRMZM2G149184	grmzm2g149184_t01	17.2.2	hormone metabolism.auxin.signal transduction	AUX	0.380295436	60.5	124.5	143.5	111.5	54	60.5	60	49	32	67	70	89.5	95.5	74.5	73	91.5	76.5	50	-0.21041978	0.476186155	0.587478099	0.581731379	-0.434937057	-0.596836601	-0.350497247	-0.029146346
GRMZM2G398848	grmzm2g398848_t01	17.2.2	hormone metabolism.auxin.signal transduction	AUX	0.103507774	65.5	124.5	141.5	189.5	61.5	40.5	46	57.5	59.5	172.5	95	147	97	117	77.5	136.5	86.5	55.5	-0.536432607	-0.239670413	0.544745401	0.695689319	-0.3336099	-1.752907138	-0.911066272	0.051074185
GRMZM5G848945	grmzm5g848945_t01	17.2.2	hormone metabolism.auxin.signal transduction	AUX	0.671204164	3057	3243.5	3106.5	3203	2707	2194.5	2253	2693	3361.5	2977	2843.5	3090.5	2848	3295	2362.5	2484	2228.5	2546.5	0.104448748	0.069711174	0.125340908	-0.040854667	0.196380558	-0.178772903	0.015774353	0.080698513
GRMZM2G135978	grmzm2g135978_t01	17.2.2	hormone metabolism.auxin.signal transduction	AUX	0.117162955	421.5	473.5	456	564	304	282.5	318.5	332.5	328	464.5	409.5	502.5	413.5	475.5	385.5	472	397	312	0.041669179	-0.085759171	0.141146495	0.246249822	-0.342659536	-0.740535992	-0.317845635	0.091808312
GRMZM2G126260	grmzm2g126260_t02	17.2.2	hormone metabolism.auxin.signal transduction	AUX	0.578870215	348	529.5	443.5	341	481	332.5	374.5	412	366	300	376	382	481	420.5	385.5	324.5	421	384	-0.111645356	0.471058046	-0.117102789	-0.302334061	0.319306034	0.035135862	-0.168854515	0.101538026
GRMZM2G116204	grmzm2g116204_t01	17.2.2	hormone metabolism.auxin.signal transduction	AUX	0.959619724	2398.5	1942	1937.5	2131	1782.5	1751.5	2019	1801.5	1655.5	1807	2367.5	2019	1984	1998.5	2049.5	1752.5	1974	1653.5	0.018768014	-0.05609771	-0.034215715	0.09261302	-0.201369913	-0.000823456	0.032518921	0.123675606
GRMZM2G025806	grmzm2g025806_t02	17.2.2	hormone metabolism.auxin.signal transduction	AUX	0.971410626	359	321	352	424.5	478.5	462.5	487.5	551.5	672	397	287.5	315	335	363.5	367.5	373	371.5	437.5	0.320421888	0.027221469	0.071414333	0.22380919	0.380774675	0.310277735	0.392040008	0.334077869
GRMZM2G024180	grmzm2g024180_t01	17.2.2	hormone metabolism.auxin.signal transduction	AUX	0.827717053	220	293	283.5	281.5	251	229	229.5	299	334.5	300	221.5	237.5	230	241	204	260.5	232	232	-0.009803175	0.302973151	0.301714874	0.224101776	0.299118212	-0.185935774	-0.015630652	0.366020679
GRMZM2G137451	grmzm2g137451_t01	17.2.2	hormone metabolism.auxin.signal transduction	AUX	0.161001124	361.5	412.5	377.5	516	382	330.5	382.5	460	476.5	444	294	446.5	369.5	431	421.5	395	431.5	332	0.298179492	-0.114266056	0.03090228	0.259683196	-0.141959993	-0.257202382	-0.173900812	0.47045062
GRMZM2G461586	grmzm2g461586_t01	17.2.2	hormone metabolism.auxin.signal transduction	AUX	0.004241063	730.5	772.5	828	857	770.5	1013	1074	1112.5	1444.5	665.5	721	702	779	733.5	666.5	723.5	640	781.5	0.018885014	0.138063902	0.088007439	0.224498238	0.209190081	0.485569252	0.746850183	0.509487558
GRMZM2G095786	grmzm2g095786_t01	17.2.2	hormone metabolism.auxin.signal transduction	AUX	0.771031916	66.5	119.5	124	145.5	75	62.5	66.5	89.5	83.5	137	66	111.5	108.5	108.5	69	88	82	56	0.010888316	0.099966908	0.192645078	0.42332411	0.120294234	-0.493647334	-0.302269569	0.676460855
GRMZM2G312110	grmzm2g312110_t01	17.2.2	hormone metabolism.auxin.signal transduction	AUX	0.301480379	868	710.5	840.5	1111.5	982.5	829	1063	1124.5	1150.5	1005.5	606	817	778.5	679.5	652	687	612.5	690	0.518377249	-0.201501429	0.11055078	0.709962492	0.591585443	0.271062003	0.795359848	0.704615394
GRMZM2G175272	grmzm2g175272_t01	17.2.2	hormone metabolism.auxin.signal transduction	AUX	0.016504522	864	892.5	1018	1241.5	1073	1109	1342.5	1473	1834.5	1194.5	723.5	837	932.5	836	894	901	802.5	876	0.256038296	0.092624546	0.126561931	0.570509414	0.26330334	0.299660354	0.742348791	0.749754655
GRMZM2G050089	grmzm2g050089_t03	17.2.2	hormone metabolism.auxin.signal transduction	AUX	0.014618132	715.5	739	693	714.5	1140.5	1162.5	1261	1763	1828.5	880	614	599	634	652	864	928	982	1032	0.220713111	0.303018361	0.128372512	0.132062047	0.400563229	0.325034006	0.360773346	0.772589504
GRMZM2G040911	grmzm2g040911_t01	17.2.2	hormone metabolism.auxin.signal transduction	AUX	0.357123172	65	115.5	174	191	183	240.5	215	140.5	64.5	80.5	56	70.5	132	89.5	155	107.5	103	75	0.215012891	0.712197689	0.398549376	1.093613051	0.239575433	1.161700234	1.061692322	0.90560763
GRMZM2G155849	grmzm2g155849_t01	17.2.2	hormone metabolism.auxin.signal transduction	AUX	0.002167708	496.5	713.5	645	756	639	879.5	994.5	1440.5	2625	633.5	484.5	551.5	511.5	606	698.5	769.5	735.5	686.5	0.035297052	0.371552544	0.334564921	0.319068441	-0.128444184	0.192762251	0.43524603	1.069238035
GRMZM2G057467	grmzm2g057467_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	9.95E-09	2060	345.5	77.5	75.5	12.5	7.5	3.5	5.5	3.5	729	3997.5	665	319	1267.5	208	255.5	324	366	-0.956453696	-0.94466863	-2.041288208	-4.069365293	-4.056583528	-5.090288885	-6.532495081	-6.05626822
GRMZM2G095839	grmzm2g095839_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.000000323	54	87.5	52	38	36.5	24	18	4.5	1.5	91	44.5	119	59	99	69.5	101.5	106.5	97	0.279154071	-0.443606651	-0.182203331	-1.381429107	-0.929116514	-2.080373416	-2.564784619	-4.429987841
GRMZM2G146108	grmzm2g146108_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.00000267	142	36	23.5	51.5	243.5	83.5	206	67.5	19	40.5	181.5	71.5	35.5	430.5	482	137	877.5	888.5	-0.354078618	-0.989946335	-0.595158268	-3.0633689	-0.985111374	-0.71432779	-2.090754788	-3.718412369
GRMZM2G144421	grmzm2g144421_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.000455617	149	211.5	155	86.5	70	53.5	25.5	10.5	6.5	65	194	243	233	161.5	186	123	128.5	122	-0.380744322	-0.20029865	-0.588061739	-0.900762127	-1.409875794	-1.201047519	-2.333199207	-3.538419915
GRMZM2G366873	grmzm2g366873_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.000312894	11.5	24.5	50.5	46.5	2.5	0.5	0.5	0.5	1.5	59	19.5	27.5	44.5	13	6	18	9.5	5	-0.761840263	-0.166649869	0.182478052	1.838719093	-1.263034406	-5.169925001	-4.247927513	-3.321928095
GRMZM2G052855	grmzm2g052855_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	2.32E-18	260	214	246.5	198.5	174	126.5	100	38.5	18	254.5	208.5	222.5	292.5	245	284.5	293.5	225.5	287	0.31846424	-0.056194539	-0.246848978	-0.303642742	-0.709341346	-1.214223118	-1.173127433	-2.898120386
GRMZM2G332390	grmzm2g332390_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.000108263	11	8.5	20.5	11.5	177.5	175	152.5	155	205.5	175.5	5	16	21	64.5	74	98	707	1009.5	1.137503524	-0.912537159	-0.034765418	-2.487665299	1.262221849	0.836501268	-2.212900972	-2.70330079
GRMZM2G399362	grmzm2g399362_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.202034298	12	9.5	3.5	4.5	6.5	8.5	7.5	5	5	4	15.5	8	8.5	10.5	11.5	23.5	37	32.5	-0.36923381	0.247927513	-1.280107919	-1.222392421	-0.823122238	-1.46712601	-2.30256277	-2.700439718
GRMZM2G456644	grmzm2g456644_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.00000931	30	27.5	46.5	39.5	17.5	23.5	11.5	5	2.5	35	33.5	38.5	35.5	37.5	37	39	33.5	30.5	-0.159198595	-0.485426827	0.389411692	0.074962058	-1.080170349	-0.730813367	-1.542527234	-2.608809243
GRMZM2G379490	grmzm2g379490_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.009553742	12	33.5	19.5	21	31	19.5	8	6	1.5	42.5	7.5	29	17	22.5	33	34.5	20	36.5	0.678071905	0.208108195	0.197939378	-0.099535674	-0.090197809	-0.823122238	-1.321928095	-2.604862058
GRMZM2G365188	grmzm2g365188_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.586629344	7.5	9.5	10.5	5.5	4.5	4	1	1	6.5	14.5	8	8.5	10	7	7	4.5	7.5	6	-0.093109404	0.160464672	0.070389328	-0.347923303	-0.637429921	-0.169925001	-2.906890596	-2.584962501
GRMZM2G015049	grmzm2g015049_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	8.70E-26	505	777.5	618.5	378	634.5	433	238.5	99.5	103.5	587.5	371.5	615.5	695	656.5	704	579.5	772	596	0.442921177	0.337083819	-0.168239383	-0.796408777	-0.149955265	-0.420441636	-1.694611581	-2.5825439
GRMZM2G400156	grmzm2g400156_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.169539936	2	4.5	4	4	3.5	8.5	13.5	2	4	5	3	6.5	11.5	11	10	14.5	6.5	11	-0.584962501	-0.530514717	-1.523561956	-1.459431619	-1.514573173	-0.770518154	1.054447784	-2.459431619
GRMZM2G359924	grmzm2g359924_t02	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.072975481	13.5	31.5	25.5	16.5	30	17	11	8	12.5	47.5	18	26.5	33	37.5	32	20.5	24	43.5	-0.415037499	0.249359469	-0.371968777	-1.184424571	-0.093109404	-0.270089163	-1.125530882	-2.442943496
GRMZM2G066219	grmzm2g066219_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.000000145	384.5	484	503.5	426	477.5	472	226	107	105	467	411	369.5	559	453	451	481.5	502	570	-0.096154796	0.389432683	-0.150856505	-0.08865762	0.0823733	-0.028748938	-1.151364592	-2.413351123
AC196708.3_FG006	ac196708.3_fgt006	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.011581925	21.5	13.5	17	15	10.5	8.5	5	4.5	12	17.5	18	12	17.5	16	10	27.5	14.5	22.5	0.256339753	0.169925001	-0.041820176	-0.093109404	0.070389328	-1.693896872	-1.5360529	-2.321928095
GRMZM2G020631	grmzm2g020631_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.000000193	368.5	251.5	356.5	305.5	673	260.5	305	217	223.5	279	278.5	443	458	330.5	1252.5	1074.5	566	964.5	0.403987292	-0.816748299	-0.361445522	-0.113477892	-0.896132193	-2.044310205	-0.89199281	-2.152086196
GRMZM2G442000	grmzm2g442000_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.003190035	84	155	141.5	94.5	89.5	37.5	33	15.5	14	76.5	92.5	188.5	176	136	76	69	60	67	-0.139064038	-0.282296308	-0.314773376	-0.525220417	0.235888264	-0.879705766	-0.862496476	-2.11189288
GRMZM2G388051	grmzm2g388051_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.176507593	2	2.5	1	4	5	6	3.5	2	0	0.5	9	0.5	5	4.5	5.5	2	5.5	8.5	-2.169925001	2.321928095	-2.321928095	-0.169925001	-0.137503524	1.584962501	-0.652076697	-2.087462841
GRMZM2G316275	grmzm2g316275_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	2.34E-14	270.5	329.5	273.5	250	310	236.5	219.5	86	61.5	344	211	262.5	319	261	309.5	314.5	395.5	352.5	0.358385595	0.327961042	-0.222015591	-0.062121712	0.002328806	-0.411219834	-0.849456755	-2.035214693
GRMZM2G001421	grmzm2g001421_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.026221565	944	1639.5	1380.5	781	832.5	717.5	390.5	199	416.5	1216.5	1332.5	1595	1518	954	763	1051	832.5	796	-0.497276768	0.039699478	-0.136980903	-0.288666718	0.125767215	-0.550711932	-1.092127724	-2
GRMZM2G061515	grmzm2g061515_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.0000203	73	185	188	175	83.5	31	19	16	36.5	162	131	204	164.5	137	66.5	100.5	95	61.5	-0.843598443	-0.141043881	0.192645078	0.353179029	0.328421857	-1.696855381	-2.321928095	-1.942514505
GRMZM2G104511	grmzm2g104511_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	5.16E-20	280.5	273.5	241	242	208	175	154.5	81	84	319.5	265.5	290.5	294	279.5	273.5	311.5	265.5	296.5	0.07928891	-0.086997331	-0.286783009	-0.207841236	-0.394957305	-0.831877241	-0.781105023	-1.872038292
GRMZM2G031615	grmzm2g031615_t02	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.000000453	169.5	160	143.5	162.5	104.5	69.5	57	28.5	18	171	156.5	146.5	125.5	141	123	145.5	117	97	0.115122616	0.12717124	0.193363373	0.204744556	-0.235155373	-1.06593427	-1.037474705	-1.767022828
GRMZM2G053338	grmzm2g053338_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.142307261	41	115.5	93.5	55.5	49	15.5	17	15	24.5	41.5	95.5	131.5	98.5	53.5	44.5	42	41	51	-1.219876823	-0.187169948	-0.07515736	0.05294888	0.138976413	-1.438121112	-1.270089163	-1.765534746
GRMZM2G089806	grmzm2g089806_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.16292806	8	11	11.5	7	9.5	15.5	6	3	1.5	1.5	14.5	6.5	5.5	6.5	11.5	6	9.5	9.5	-0.857980995	0.7589919	1.064130337	0.106915204	-0.275634443	1.36923381	-0.662965013	-1.662965013
GRMZM2G430052	grmzm2g430052_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.024390555	59.5	122	35	38	47	47.5	58	24.5	6.5	14	82.5	60.5	113	104.5	108.5	43.5	86.5	76.5	-0.471504451	1.0118741	-1.690895945	-1.459431619	-1.206962381	0.126912112	-0.576647233	-1.642677999
GRMZM2G460861	grmzm2g460861_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.517319325	180.5	132.5	108	84	82.5	105	128.5	63	63.5	171	277	211.5	312.5	192.5	213	152	170	190.5	-0.617887139	-0.674665304	-1.532824877	-1.196397213	-1.368387406	-0.533681996	-0.403766387	-1.596367264
AC233864.1_FG002	ac233864.1_fgt002	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.361998796	15	17.5	13.5	18.5	14.5	10.5	7	5.5	5	11	22	28.5	12.5	16	18	14	18	16.5	-0.552541023	-0.703606997	0.111031312	0.209453366	-0.311944006	-0.415037499	-1.362570079	-1.584962501
GRMZM2G020285	grmzm2g020285_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.001800151	105	62.5	64.5	59.5	57	36	41.5	25.5	17.5	85.5	75.5	72.5	63	73	52	61	58	72	0.475840778	-0.214124805	0.033947332	-0.295006796	0.132450296	-0.760812336	-0.482941564	-1.497499659
AC217977.3_FG001	ac217977.3_fgt001	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.687736314	33	28	34.5	27.5	46.5	18.5	19	15.5	12	36	41	31	42	35	39	40	35.5	42.5	-0.313157885	-0.146841388	-0.283792966	-0.347923303	0.253756592	-1.112474729	-0.901819606	-1.455194626
GRMZM2G119219	grmzm2g119219_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.05011424	1279	1598	1199	973.5	1223.5	1172.5	946	687.5	619.5	1413.5	1593.5	2008	2003.5	2084.5	2092	1742.5	1539.5	1739	-0.317182755	-0.329491861	-0.740690851	-1.098448488	-0.77386875	-0.571570733	-0.702549779	-1.338826314
GRMZM2G033359	grmzm2g033359_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.021980336	3.5	8	24.5	15	59	64.5	79	100	213.5	262.5	8.5	11	18.5	21	15	22.5	105.5	246.5	-1.280107919	-0.459431619	0.405256478	-0.485426827	1.975752454	1.519374159	-0.417318441	-1.301587647
GRMZM2G059138	grmzm2g059138_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.368772478	86.5	89.5	101.5	86	102.5	88	61.5	31.5	29.5	67	99	76	109	92.5	85.5	82.5	79	75	-0.194728392	0.235888264	-0.102848408	-0.105116706	0.261627585	0.093109404	-0.361266243	-1.251538767
GRMZM2G331638	grmzm2g331638_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.159747361	351.5	441.5	367.5	267.5	405	355	264	174	253.5	452.5	385.5	345	469	411.5	273	452	419	401.5	-0.133206171	0.355817076	-0.351843673	-0.621353539	0.569020957	-0.348503748	-0.666412314	-1.206312682
GRMZM2G427451	grmzm2g427451_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.508714182	303	481.5	417	278	338.5	260	274	126.5	174	447.5	385.5	529.5	821.5	360	532	562.5	618.5	291	-0.347413066	-0.137094886	-0.978213192	-0.372912024	-0.652270412	-1.113341473	-1.174597702	-1.201881768
GRMZM5G813143	grmzm5g813143_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.00000338	255	264.5	265.5	287.5	276.5	232.5	252	176.5	133.5	342	207.5	235.5	260	283.5	328.5	327	432.5	403	0.297385911	0.167540663	0.030200238	0.020213221	-0.24861389	-0.49205992	-0.779276399	-1.191111655
GRMZM2G162413	grmzm2g162413_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.000000843	1230.5	940	1191.5	1088.5	1092.5	1049	773.5	615	600	1032.5	1089.5	845	1167	1015	1210	1449.5	1157	1324	0.175578461	0.153709415	0.02997439	0.10086168	-0.147373768	-0.466540655	-0.580915668	-1.106244807
GRMZM2G414727	grmzm2g414727_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.000155034	1144	1148	840.5	784	1202	1330.5	1477	1049	1401.5	848	1658	596	1295.5	1303.5	1721	818.5	1800	2206.5	-0.535356955	0.945738406	-0.624189291	-0.733465023	-0.517810201	0.700914189	-0.28532708	-1.072745069
GRMZM2G407969	grmzm2g407969_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.098300604	2	0.5	2.5	0.5	7.5	6.5	9	7	10	6	2	2	1	4.5	1	3	26.5	14.5	0	-2	1.321928095	-3.169925001	2.906890596	1.115477217	-1.557995453	-1.050626073
GRMZM2G124872	grmzm2g124872_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.228274698	212.5	213	204.5	159	194	191	116.5	127.5	131	247	264.5	192	234.5	238	196.5	235	197	258.5	-0.315804881	0.14974712	-0.19748708	-0.581934808	-0.01847266	-0.299088119	-0.757865675	-1.019667033
GRMZM2G156451	grmzm2g156451_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.097388619	127	138	122.5	226	180	170	101	94.5	33.5	119	110.5	145.5	146.5	185.5	232.5	169	186	191	0.200782127	-0.076350886	-0.258118915	0.284903586	-0.36923381	0.0085115	-0.880947328	-1.015186404
GRMZM2G003762	grmzm2g003762_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.165710179	28031.5	54787	36361.5	25996.5	21079.5	20882.5	13605.5	13285	30790	33524	33384.5	56368	47856.5	58255	27587	22573	21401	26569	-0.252129486	-0.041042773	-0.396303173	-1.16406448	-0.38814793	-0.11230373	-0.653488234	-0.999945701
GRMZM2G113135	grmzm2g113135_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.035033316	270.5	451	253.5	195	391.5	327	340	321	410.5	378	283.5	396.5	274	347.5	501.5	315.5	417.5	631.5	-0.067720141	0.185806568	-0.112190146	-0.833538854	-0.357237393	0.051650631	-0.296241451	-0.976209437
AC211474.3_FG006	ac211474.3_fgt006	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.001663741	142.5	110	141.5	120	98.5	103.5	99.5	62.5	63	157	150	104	116	91.5	99.5	128.5	118	118.5	-0.074000581	0.080919995	0.286677248	0.391190757	-0.014572801	-0.312137592	-0.246018429	-0.922958964
GRMZM2G343365	grmzm2g343365_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.282308205	185	282	149	266.5	279.5	208.5	102	128.5	43	141.5	195	238.5	190	301.5	272	224.5	216.5	242.5	-0.075948853	0.241705896	-0.350687088	-0.178022469	0.039241632	-0.106668061	-1.085797873	-0.916216388
GRMZM2G151656	grmzm2g151656_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.342043295	334.5	420	250.5	450	304.5	263	165.5	145	83.5	167	314.5	375	334	520	395	294	276	271.5	0.088946194	0.163498732	-0.415037499	-0.208586622	-0.375410425	-0.160753356	-0.73783705	-0.904899298
GRMZM2G466908	grmzm2g466908_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.740648635	8.5	7.5	9.5	11.5	8.5	10	8	7.5	10	25	10.5	10.5	7	10.5	4	23	8	14	-0.304854582	-0.485426827	0.440572591	0.131244533	1.087462841	-1.201633861	0	-0.900464326
GRMZM2G391596	grmzm2g391596_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.121024096	127	290	186	133.5	259	264.5	233.5	159	254.5	311.5	170.5	223.5	353.5	225	259.5	207	278.5	290.5	-0.424943242	0.375778069	-0.926407594	-0.75308526	-0.002782441	0.353636955	-0.254254778	-0.869511398
